YEAR,MO,DY,T2M,RH2M
2022,3,17,26.1,45.29
2022,3,18,27.38,49.39
2022,3,19,28.37,41.2
2022,3,20,29.05,36.97
2022,3,21,28.07,36.23
2022,3,22,26.86,36.66
2022,3,23,27.66,31.33
2022,3,24,27.53,32.83
2022,3,25,26.72,32.66
2022,3,26,25.96,30.66
2022,3,27,27.64,25.49
2022,3,28,29.29,21.92
2022,3,29,29.52,24.92
2022,3,30,30.09,24.41
2022,3,31,29.88,27.67
2022,4,1,28.84,24.84
2022,4,2,29.3,20.27
2022,4,3,29.76,18.98
2022,4,4,30.02,17.78
2022,4,5,29.71,19.83
2022,4,6,30.87,18.38
2022,4,7,31.83,17.95
2022,4,8,32.98,17.08
2022,4,9,33.91,15.61
2022,4,10,32.88,17.08
2022,4,11,34.06,15.69
2022,4,12,34.07,14.35
2022,4,13,32.56,18.04
2022,4,14,32.11,17.32
2022,4,15,31.62,18.63
2022,4,16,32.28,14.92
2022,4,17,32.25,16.6
2022,4,18,34.0,14.1
2022,4,19,35.23,14.11
2022,4,20,34.61,17.46
2022,4,21,30.59,30.48
2022,4,22,31.71,27.41
2022,4,23,32.36,16.62
2022,4,24,32.77,16.62
2022,4,25,33.71,15.76
2022,4,26,34.82,14.87
2022,4,27,34.61,11.9
2022,4,28,36.03,10.67
2022,4,29,36.52,13.12
2022,4,30,36.95,10.88
2022,5,1,35.43,13.41
2022,5,2,35.4,19.12
2022,5,3,34.72,22.8
2022,5,4,35.23,24.61
2022,5,5,32.5,34.95
2022,5,6,33.93,28.74
2022,5,7,34.53,24.03
2022,5,8,35.02,20.21
2022,5,9,34.58,27.55
2022,5,10,35.13,33.02
2022,5,11,35.96,31.65
2022,5,12,37.27,28.59
2022,5,13,37.65,19.95
2022,5,14,38.23,12.47
2022,5,15,37.89,10.53
2022,5,16,37.37,13.64
2022,5,17,36.15,15.13
2022,5,18,36.36,16.75
2022,5,19,37.47,16.1
2022,5,20,38.75,14.61
2022,5,21,35.8,22.12
2022,5,22,34.56,21.34
2022,5,23,31.15,39.39
2022,5,24,28.68,54.26
2022,5,25,30.41,44.22
2022,5,26,32.07,39.34
2022,5,27,34.04,37.21
2022,5,28,36.72,33.59
2022,5,29,34.64,33.99
2022,5,30,33.93,39.21
2022,5,31,33.67,30.13
2022,6,1,35.96,23.79
2022,6,2,36.06,21.66
2022,6,3,36.37,19.68
2022,6,4,36.8,16.84
2022,6,5,37.04,19.28
2022,6,6,37.5,15.24
2022,6,7,37.79,15.74
2022,6,8,37.05,17.91
2022,6,9,38.1,18.98
2022,6,10,37.83,20.43
2022,6,11,38.18,20.46
2022,6,12,38.44,20.51
2022,6,13,39.33,20.56
2022,6,14,38.16,31.84
2022,6,15,38.67,32.0
2022,6,16,37.78,35.62
2022,6,17,33.64,55.03
2022,6,18,31.57,57.97
2022,6,19,31.01,58.84
2022,6,20,32.74,41.42
2022,6,21,32.66,41.32
2022,6,22,33.75,41.08
2022,6,23,33.46,38.36
2022,6,24,33.24,31.36
2022,6,25,34.68,28.69
2022,6,26,35.37,30.69
2022,6,27,36.4,42.39
2022,6,28,37.84,37.93
2022,6,29,38.36,39.37
2022,6,30,30.97,74.53
2022,7,1,30.79,70.42
2022,7,2,32.3,60.74
2022,7,3,33.75,56.24
2022,7,4,34.53,54.6
2022,7,5,33.66,53.58
2022,7,6,34.57,49.95
2022,7,7,35.2,48.39
2022,7,8,36.16,45.96
2022,7,9,32.89,55.44
2022,7,10,32.35,57.0
2022,7,11,34.47,52.85
2022,7,12,33.32,59.13
2022,7,13,34.47,54.07
2022,7,14,34.35,51.59
2022,7,15,35.0,46.73
2022,7,16,33.12,56.32
2022,7,17,34.61,53.58
2022,7,18,35.56,51.19
2022,7,19,35.77,51.94
2022,7,20,32.27,70.18
2022,7,21,29.13,81.61
2022,7,22,31.17,68.34
2022,7,23,30.8,70.18
2022,7,24,30.8,67.0
2022,7,25,31.23,63.86
2022,7,26,30.62,69.13
2022,7,27,30.64,67.08
2022,7,28,29.7,77.7
2022,7,29,29.5,78.73
2022,7,30,29.62,77.14
2022,7,31,30.18,74.0
2022,8,1,29.86,76.28
2022,8,2,31.43,69.04
2022,8,3,31.91,65.37
2022,8,4,30.62,72.74
2022,8,5,30.23,73.22
2022,8,6,31.27,69.44
2022,8,7,28.84,80.31
2022,8,8,31.04,70.55
2022,8,9,31.63,65.84
2022,8,10,32.87,58.98
2022,8,11,30.11,67.52
2022,8,12,31.38,61.73
2022,8,13,31.8,62.51
2022,8,14,31.25,67.19
2022,8,15,29.16,72.1
2022,8,16,29.98,67.42
2022,8,17,30.54,65.89
2022,8,18,31.77,63.11
2022,8,19,31.6,64.2
2022,8,20,30.25,68.16
2022,8,21,31.2,60.06
2022,8,22,32.14,61.29
2022,8,23,31.06,62.5
2022,8,24,30.26,65.17
2022,8,25,31.33,60.99
2022,8,26,31.39,60.74
2022,8,27,31.51,59.53
2022,8,28,31.76,56.93
2022,8,29,31.79,57.25
2022,8,30,31.12,65.19
2022,8,31,32.82,57.54
2022,9,1,33.06,57.59
2022,9,2,32.32,57.34
2022,9,3,32.29,54.97
2022,9,4,33.12,50.68
2022,9,5,32.43,54.32
2022,9,6,32.52,51.71
2022,9,7,32.84,49.65
2022,9,8,32.13,50.67
2022,9,9,32.52,52.12
2022,9,10,31.58,65.32
2022,9,11,31.67,63.53
2022,9,12,31.25,60.07
2022,9,13,31.07,60.18
2022,9,14,29.87,64.6
2022,9,15,27.75,80.04
2022,9,16,26.96,82.39
2022,9,17,29.02,69.68
2022,9,18,29.32,65.33
2022,9,19,29.2,66.75
2022,9,20,29.6,74.24
2022,9,21,28.74,78.67
2022,9,22,27.68,87.84
2022,9,23,26.94,89.98
2022,9,24,26.32,90.98
2022,9,25,27.25,82.97
2022,9,26,26.52,83.96
2022,9,27,26.55,80.53
2022,9,28,27.18,77.51
2022,9,29,26.93,78.98
2022,9,30,26.49,82.0
2022,10,1,26.85,74.76
2022,10,2,26.28,73.05
2022,10,3,25.04,75.61
2022,10,4,26.22,72.23
2022,10,5,27.65,76.26
2022,10,6,25.75,86.38
2022,10,7,24.71,91.74
2022,10,8,24.6,93.26
2022,10,9,24.15,94.75
2022,10,10,24.5,90.14
2022,10,11,24.94,81.36
2022,10,12,24.09,79.6
2022,10,13,22.83,80.26
2022,10,14,22.22,78.83
2022,10,15,23.33,71.25
2022,10,16,24.21,63.27
2022,10,17,23.28,66.79
2022,10,18,23.44,60.22
2022,10,19,22.77,68.26
2022,10,20,22.7,71.88
2022,10,21,23.26,64.43
2022,10,22,22.24,65.23
2022,10,23,21.91,61.67
2022,10,24,21.03,68.06
2022,10,25,20.74,66.29
2022,10,26,22.09,60.89
2022,10,27,22.4,62.56
2022,10,28,21.98,66.16
2022,10,29,22.41,60.24
2022,10,30,21.59,56.42
2022,10,31,21.64,61.93
2022,11,1,21.38,71.77
2022,11,2,21.47,77.83
2022,11,3,21.2,74.07
2022,11,4,21.73,76.75
2022,11,5,20.5,88.03
2022,11,6,21.3,86.38
2022,11,7,22.41,84.69
2022,11,8,20.92,83.85
2022,11,9,21.43,76.08
2022,11,10,21.16,72.78
2022,11,11,18.5,73.22
2022,11,12,17.99,67.72
2022,11,13,18.45,64.46
2022,11,14,19.06,66.62
2022,11,15,19.16,73.5
2022,11,16,18.0,72.76
2022,11,17,16.44,69.83
2022,11,18,16.49,63.39
2022,11,19,16.82,60.4
2022,11,20,16.15,66.17
2022,11,21,16.4,68.49
2022,11,22,15.99,60.63
2022,11,23,15.54,58.18
2022,11,24,16.42,52.61
2022,11,25,17.31,52.16
2022,11,26,15.76,60.37
2022,11,27,16.13,56.38
2022,11,28,17.05,49.98
2022,11,29,17.26,49.01
2022,11,30,16.42,63.59
2022,12,1,16.42,59.76
2022,12,2,17.49,53.26
2022,12,3,17.39,54.64
2022,12,4,16.67,59.55
2022,12,5,15.57,55.02
2022,12,6,14.0,59.95
2022,12,7,13.56,58.49
2022,12,8,14.21,58.2
2022,12,9,16.09,56.67
2022,12,10,16.56,65.35
2022,12,11,16.66,62.05
2022,12,12,16.45,57.36
2022,12,13,16.07,54.98
2022,12,14,14.37,56.61
2022,12,15,13.24,52.39
2022,12,16,14.14,50.0
2022,12,17,14.69,46.65
2022,12,18,14.48,50.25
2022,12,19,14.11,53.82
2022,12,20,13.47,55.09
2022,12,21,13.39,56.14
2022,12,22,12.6,56.6
2022,12,23,13.02,55.67
2022,12,24,11.84,57.56
2022,12,25,10.11,59.78
2022,12,26,11.23,59.02
2022,12,27,11.67,52.94
2022,12,28,12.54,48.07
2022,12,29,14.02,53.38
2022,12,30,14.9,58.05
2022,12,31,12.67,68.97
2023,1,1,12.9,49.9
2023,1,2,12.26,51.83
2023,1,3,9.98,54.61
2023,1,4,8.57,58.24
2023,1,5,8.75,59.63
2023,1,6,8.74,54.41
2023,1,7,9.69,48.08
2023,1,8,12.35,44.61
2023,1,9,13.14,47.41
2023,1,10,12.82,53.16
2023,1,11,13.51,64.57
2023,1,12,13.82,73.58
2023,1,13,16.43,73.27
2023,1,14,12.35,56.25
2023,1,15,7.77,39.37
2023,1,16,8.92,42.56
2023,1,17,8.98,42.16
2023,1,18,9.25,37.57
2023,1,19,11.7,44.03
2023,1,20,13.01,55.44
2023,1,21,14.18,59.32
2023,1,22,15.17,52.26
2023,1,23,16.07,52.71
2023,1,24,15.89,80.09
2023,1,25,16.17,80.75
2023,1,26,14.78,61.48
2023,1,27,11.84,49.23
2023,1,28,13.1,40.56
2023,1,29,14.95,45.38
2023,1,30,13.12,71.39
2023,1,31,14.2,75.93
2023,2,1,13.03,60.64
2023,2,2,14.1,51.38
2023,2,3,15.01,49.12
2023,2,4,16.33,47.67
2023,2,5,17.03,54.52
2023,2,6,18.89,43.21
2023,2,7,17.33,48.27
2023,2,8,15.54,41.86
2023,2,9,17.4,37.91
2023,2,10,18.28,48.72
2023,2,11,18.34,48.9
2023,2,12,15.02,35.73
2023,2,13,14.46,30.08
2023,2,14,16.48,31.98
2023,2,15,18.5,39.76
2023,2,16,19.38,45.6
2023,2,17,21.16,44.72
2023,2,18,21.1,40.2
2023,2,19,22.42,30.93
2023,2,20,22.51,35.46
2023,2,21,20.51,38.61
2023,2,22,20.45,39.34
2023,2,23,19.66,34.42
2023,2,24,19.93,34.05
2023,2,25,21.51,35.53
2023,2,26,23.46,31.11
2023,2,27,23.2,36.6
2023,2,28,22.43,39.87
2023,3,1,22.61,39.55
2023,3,2,23.1,41.26
2023,3,3,23.72,43.25
2023,3,4,22.69,41.03
2023,3,5,22.69,40.7
2023,3,6,22.67,37.77
2023,3,7,23.2,33.66
2023,3,8,24.22,32.63
2023,3,9,23.56,41.47
2023,3,10,23.32,38.86
2023,3,11,24.21,30.56
2023,3,12,25.53,31.8
2023,3,13,24.72,36.35
2023,3,14,25.13,37.5
2023,3,15,26.49,31.49
2023,3,16,25.37,35.87
2023,3,17,24.25,46.96
2023,3,18,21.62,61.9
2023,3,19,23.36,53.65
2023,3,20,20.68,68.31
2023,3,21,20.28,72.56
2023,3,22,21.96,55.12
2023,3,23,23.38,48.37
2023,3,24,24.32,52.51
2023,3,25,23.57,57.77
2023,3,26,24.1,46.74
2023,3,27,22.77,43.64
2023,3,28,23.61,40.02
2023,3,29,26.11,36.38
2023,3,30,25.95,46.76
2023,3,31,21.15,76.48
2023,4,1,22.84,61.31
2023,4,2,24.2,51.41
2023,4,3,26.08,47.68
2023,4,4,24.87,50.88
2023,4,5,24.94,42.52
2023,4,6,25.28,34.95
2023,4,7,25.12,32.25
2023,4,8,24.95,28.27
2023,4,9,26.06,28.85
2023,4,10,26.28,29.81
2023,4,11,27.73,31.24
2023,4,12,29.67,33.94
2023,4,13,29.32,32.07
2023,4,14,30.25,28.77
2023,4,15,31.56,25.2
2023,4,16,32.03,28.85
2023,4,17,32.95,25.81
2023,4,18,32.3,30.89
2023,4,19,30.95,37.44
2023,4,20,30.07,41.33
2023,4,21,28.83,38.65
2023,4,22,28.12,32.02
2023,4,23,25.39,35.22
2023,4,24,26.77,37.8
2023,4,25,27.75,32.79
2023,4,26,29.53,31.43
2023,4,27,28.14,35.13
2023,4,28,28.32,38.21
2023,4,29,27.53,43.24
2023,4,30,25.92,57.83
2023,5,1,22.81,74.94
2023,5,2,23.67,72.98
2023,5,3,25.5,61.79
2023,5,4,27.78,50.06
2023,5,5,27.85,42.94
2023,5,6,29.67,40.17
2023,5,7,31.39,34.03
2023,5,8,31.34,28.25
2023,5,9,28.92,26.05
2023,5,10,28.78,25.28
2023,5,11,30.73,22.89
2023,5,12,31.0,22.11
2023,5,13,33.0,23.93
2023,5,14,34.06,23.48
2023,5,15,33.55,26.34
2023,5,16,33.41,27.27
2023,5,17,34.15,30.84
2023,5,18,31.87,40.45
2023,5,19,31.81,33.65
2023,5,20,32.92,28.84
2023,5,21,35.13,23.75
2023,5,22,35.86,26.36
2023,5,23,36.99,27.02
2023,5,24,34.53,35.4
2023,5,25,32.83,40.34
2023,5,26,29.28,56.46
2023,5,27,30.39,49.56
2023,5,28,29.96,46.21
2023,5,29,30.75,47.53
2023,5,30,30.95,46.19
2023,5,31,28.78,52.24
2023,6,1,29.85,45.75
2023,6,2,30.62,43.61
2023,6,3,31.11,38.11
2023,6,4,28.31,44.91
2023,6,5,32.41,38.38
2023,6,6,33.34,35.91
2023,6,7,33.67,33.3
2023,6,8,34.33,33.32
2023,6,9,35.76,32.22
2023,6,10,36.9,34.46
2023,6,11,36.48,35.48
2023,6,12,36.84,34.05
2023,6,13,38.15,32.25
2023,6,14,37.41,32.56
2023,6,15,35.85,37.49
2023,6,16,35.69,40.38
2023,6,17,35.92,38.57
2023,6,18,34.84,43.29
2023,6,19,34.09,49.0
2023,6,20,33.85,53.21
2023,6,21,33.7,52.31
2023,6,22,34.97,53.23
2023,6,23,35.7,51.88
2023,6,24,33.25,61.75
2023,6,25,30.18,75.39
2023,6,26,31.51,64.3
2023,6,27,31.99,58.87
2023,6,28,32.08,62.15
2023,6,29,31.34,65.67
2023,6,30,30.53,71.64
2023,7,1,30.63,67.02
2023,7,2,32.32,60.67
2023,7,3,33.95,51.79
2023,7,4,34.74,52.13
2023,7,5,32.83,61.69
2023,7,6,29.63,77.8
2023,7,7,30.36,74.44
2023,7,8,29.26,83.53
2023,7,9,29.71,83.7
2023,7,10,30.42,80.0
2023,7,11,30.64,77.05
2023,7,12,30.4,79.2
2023,7,13,29.91,79.74
2023,7,14,29.44,81.43
2023,7,15,29.23,81.91
2023,7,16,30.7,73.97
2023,7,17,31.66,72.45
2023,7,18,29.79,83.76
2023,7,19,29.57,80.5
2023,7,20,31.64,74.25
2023,7,21,31.28,77.04
2023,7,22,30.22,79.53
2023,7,23,30.04,79.24
2023,7,24,30.43,76.87
2023,7,25,30.3,81.69
2023,7,26,30.28,79.43
2023,7,27,29.08,86.57
2023,7,28,28.54,84.17
2023,7,29,29.03,85.31
2023,7,30,29.48,85.38
2023,7,31,30.09,80.36
2023,8,1,30.44,79.04
2023,8,2,30.3,81.74
2023,8,3,30.04,82.98
2023,8,4,29.47,86.9
2023,8,5,29.14,87.47
2023,8,6,29.54,82.55
2023,8,7,29.09,83.21
2023,8,8,29.18,83.34
2023,8,9,29.4,82.24
2023,8,10,29.41,80.94
2023,8,11,29.61,79.76
2023,8,12,29.26,77.8
2023,8,13,29.14,79.32
2023,8,14,27.32,84.72
2023,8,15,29.0,79.44
2023,8,16,29.69,78.71
2023,8,17,30.09,78.77
2023,8,18,30.16,79.09
2023,8,19,29.79,83.55
2023,8,20,30.75,76.48
2023,8,21,30.84,74.77
2023,8,22,29.98,83.99
2023,8,23,28.24,88.99
2023,8,24,28.21,82.74
2023,8,25,28.5,79.39
2023,8,26,28.9,76.79
2023,8,27,28.74,75.44
2023,8,28,29.43,75.67
2023,8,29,29.29,75.3
2023,8,30,29.1,76.36
2023,8,31,29.34,74.95
2023,9,1,29.48,70.49
2023,9,2,28.86,69.4
2023,9,3,28.73,67.26
2023,9,4,29.01,68.92
2023,9,5,29.8,73.61
2023,9,6,30.11,69.81
2023,9,7,30.38,66.06
2023,9,8,29.12,72.01
2023,9,9,27.89,83.45
2023,9,10,27.04,90.71
2023,9,11,27.48,85.42
2023,9,12,28.31,82.44
2023,9,13,29.06,82.63
2023,9,14,29.45,83.88
2023,9,15,28.93,84.72
2023,9,16,26.82,87.34
2023,9,17,26.98,89.83
2023,9,18,27.24,84.07
2023,9,19,28.35,81.18
2023,9,20,29.3,77.3
2023,9,21,29.58,76.85
2023,9,22,29.17,78.5
2023,9,23,28.81,80.88
2023,9,24,28.26,79.68
2023,9,25,28.61,74.11
2023,9,26,27.77,73.99
2023,9,27,26.75,73.12
2023,9,28,25.73,73.62
2023,9,29,25.83,63.19
2023,9,30,26.26,61.83
2023,10,1,25.55,62.69
2023,10,2,25.44,58.1
2023,10,3,24.21,54.42
2023,10,4,24.48,59.09
2023,10,5,25.43,62.27
2023,10,6,25.17,59.55
2023,10,7,26.32,59.96
2023,10,8,27.71,58.28
2023,10,9,28.38,61.7
2023,10,10,27.98,62.97
2023,10,11,25.97,57.89
2023,10,12,25.37,54.62
2023,10,13,26.34,50.78
2023,10,14,27.22,49.83
2023,10,15,26.61,54.6
2023,10,16,23.96,69.61
2023,10,17,23.67,62.92
2023,10,18,22.55,62.52
2023,10,19,22.6,59.88
2023,10,20,22.74,59.19
2023,10,21,22.61,54.65
2023,10,22,23.49,49.86
2023,10,23,23.12,58.36
2023,10,24,23.67,57.87
2023,10,25,23.59,56.08
2023,10,26,23.14,56.8
2023,10,27,23.26,46.05
2023,10,28,24.05,46.53
2023,10,29,24.41,46.55
2023,10,30,24.15,51.63
2023,10,31,24.23,52.61
2023,11,1,25.21,45.91
2023,11,2,23.52,48.95
2023,11,3,23.21,52.72
2023,11,4,23.43,54.4
2023,11,5,22.91,44.19
2023,11,6,22.99,40.14
2023,11,7,22.76,40.98
2023,11,8,22.62,54.16
2023,11,9,23.5,53.03
2023,11,10,21.76,60.4
2023,11,11,19.86,62.83
2023,11,12,19.69,62.63
2023,11,13,19.56,55.34
2023,11,14,19.23,49.58
2023,11,15,18.79,56.24
2023,11,16,20.29,54.99
2023,11,17,20.89,54.19
2023,11,18,20.1,50.87
2023,11,19,19.81,47.51
2023,11,20,19.73,51.79
2023,11,21,18.79,58.46
2023,11,22,17.72,57.83
2023,11,23,19.14,45.43
2023,11,24,18.96,45.35
2023,11,25,19.05,46.12
2023,11,26,18.74,49.09
2023,11,27,17.36,53.86
2023,11,28,18.6,54.48
2023,11,29,18.52,58.2
2023,11,30,19.59,62.39
2023,12,1,20.56,62.8
2023,12,2,18.99,63.91
2023,12,3,18.8,59.65
2023,12,4,19.11,62.34
2023,12,5,18.09,58.35
2023,12,6,18.16,52.21
2023,12,7,18.32,50.68
2023,12,8,17.01,51.16
2023,12,9,16.11,46.4
2023,12,10,15.25,45.78
2023,12,11,15.48,40.43
2023,12,12,15.92,41.94
2023,12,13,15.54,41.68
2023,12,14,14.26,48.47
2023,12,15,16.05,44.56
2023,12,16,15.46,45.53
2023,12,17,14.65,49.26
2023,12,18,13.86,54.58
2023,12,19,13.17,47.23
2023,12,20,12.97,44.1
2023,12,21,13.14,43.66
2023,12,22,14.89,41.04
2023,12,23,16.27,43.96
2023,12,24,16.72,51.16
2023,12,25,15.17,54.15
2023,12,26,15.28,55.02
2023,12,27,15.23,55.52
2023,12,28,14.45,58.29
2023,12,29,15.35,51.45
2023,12,30,14.8,51.85
2023,12,31,13.8,49.72
2024,1,1,12.19,59.47
2024,1,2,12.34,56.57
2024,1,3,13.09,45.68
2024,1,4,11.26,60.43
2024,1,5,11.51,68.29
2024,1,6,11.67,69.21
2024,1,7,11.21,72.18
2024,1,8,13.99,57.67
2024,1,9,13.13,58.17
2024,1,10,11.66,55.33
2024,1,11,10.61,53.14
2024,1,12,11.2,47.98
2024,1,13,12.81,42.54
2024,1,14,11.84,43.3
2024,1,15,11.46,45.32
2024,1,16,12.15,43.45
2024,1,17,12.0,42.26
2024,1,18,12.41,45.61
2024,1,19,12.52,49.3
2024,1,20,12.29,49.95
2024,1,21,11.12,53.01
2024,1,22,11.83,38.7
2024,1,23,13.07,39.27
2024,1,24,12.49,45.28
2024,1,25,12.77,45.75
2024,1,26,14.99,38.05
2024,1,27,14.78,38.48
2024,1,28,14.25,44.64
2024,1,29,15.37,44.84
2024,1,30,16.16,42.92
2024,1,31,16.08,50.07
2024,2,1,14.26,73.16
2024,2,2,13.83,57.25
2024,2,3,15.72,39.92
2024,2,4,15.03,83.36
2024,2,5,15.45,66.77
2024,2,6,12.68,41.28
2024,2,7,12.76,41.85
2024,2,8,12.51,42.24
2024,2,9,14.35,35.15
2024,2,10,15.69,33.51
2024,2,11,15.07,42.52
2024,2,12,16.91,40.35
2024,2,13,17.65,34.89
2024,2,14,16.78,41.28
2024,2,15,16.76,45.43
2024,2,16,16.74,37.97
2024,2,17,17.34,33.27
2024,2,18,19.55,30.47
2024,2,19,19.88,37.77
2024,2,20,20.6,55.19
2024,2,21,17.72,35.78
2024,2,22,17.08,35.52
2024,2,23,15.79,38.54
2024,2,24,17.01,33.89
2024,2,25,17.31,31.93
2024,2,26,18.28,33.2
2024,2,27,17.51,50.0
2024,2,28,18.15,46.72
2024,2,29,18.77,37.17
2024,3,1,22.17,36.53
2024,3,2,20.11,60.49
2024,3,3,18.56,69.75
2024,3,4,15.19,37.01
2024,3,5,14.65,31.26
2024,3,6,15.48,33.17
2024,3,7,17.8,36.77
2024,3,8,18.99,37.41
2024,3,9,18.67,37.46
2024,3,10,19.97,35.94
2024,3,11,22.55,31.04
2024,3,12,23.13,34.67
2024,3,13,23.08,34.57
2024,3,14,22.51,35.78
2024,3,15,21.98,34.23
2024,3,16,20.45,28.67
2024,3,17,21.4,26.27
2024,3,18,22.64,28.43
2024,3,19,23.29,28.31
2024,3,20,25.53,22.49
2024,3,21,21.9,28.5
2024,3,22,24.74,29.4
2024,3,23,26.75,26.44
2024,3,24,24.62,27.57
2024,3,25,25.92,27.19
2024,3,26,27.34,27.25
2024,3,27,30.05,25.42
2024,3,28,30.98,30.71
2024,3,29,31.17,32.97
2024,3,30,29.96,28.77
2024,3,31,28.6,23.42
2024,4,1,26.08,29.61
2024,4,2,26.81,19.34
2024,4,3,29.08,21.1
2024,4,4,29.96,18.97
2024,4,5,28.79,21.31
2024,4,6,27.68,19.14
2024,4,7,27.9,15.37
2024,4,8,29.41,15.81
2024,4,9,29.36,14.78
2024,4,10,30.48,15.94
2024,4,11,31.24,26.16
2024,4,12,32.24,22.34
2024,4,13,31.84,25.95
2024,4,14,30.38,32.53
2024,4,15,29.51,38.01
2024,4,16,30.15,34.11
2024,4,17,29.82,23.79
2024,4,18,31.08,23.83
2024,4,19,32.13,25.42
2024,4,20,30.83,22.4
2024,4,21,31.4,26.13
2024,4,22,31.99,24.93
2024,4,23,32.37,17.73
2024,4,24,31.17,21.97
2024,4,25,32.36,19.62
2024,4,26,33.79,19.33
2024,4,27,33.55,20.07
2024,4,28,32.18,23.06
2024,4,29,33.26,22.98
2024,4,30,30.33,21.9
2024,5,1,27.77,19.07
2024,5,2,28.64,18.53
2024,5,3,31.32,15.05
2024,5,4,33.94,15.78
2024,5,5,34.47,20.69
2024,5,6,34.93,20.65
2024,5,7,35.9,19.19
2024,5,8,35.02,19.31
2024,5,9,33.19,28.64
2024,5,10,34.37,27.33
2024,5,11,34.35,29.22
2024,5,12,34.88,24.38
2024,5,13,34.96,20.55
2024,5,14,34.47,15.96
2024,5,15,35.3,11.8
2024,5,16,36.64,12.45
2024,5,17,38.49,14.11
2024,5,18,38.45,15.12
2024,5,19,38.84,17.41
2024,5,20,39.07,16.48
2024,5,21,37.88,14.96
2024,5,22,37.36,18.14
2024,5,23,36.76,29.06
2024,5,24,36.74,30.24
2024,5,25,38.26,23.1
2024,5,26,39.23,16.72
2024,5,27,39.37,15.79
2024,5,28,40.32,9.69
2024,5,29,39.82,11.16
2024,5,30,39.49,13.15
2024,5,31,39.45,9.84
2024,6,1,38.63,15.77
